pc_time_s,time_s,roll_heading,roll_velocity,roll_accel_est,pid,ff,motor_cmd,p,i,d,ff_gain
1776020635.9732022,44.551,-122.855476,0.000223,0.022248,-0.00223,0.0,-0.00223,0.0,0.0,10.0,0.0
1776020635.994148,44.571,-122.856529,0.001113,-0.231926,-0.011127,0.0,-0.011127,0.0,0.0,10.0,0.0
1776020636.0135803,44.591,-122.857498,-0.000331,-0.017299,0.003312,0.0,0.003312,0.0,0.0,10.0,0.0
1776020636.0332534,44.611,-122.857079,0.000259,-0.170349,-0.002586,0.0,-0.002586,0.0,0.0,10.0,0.0
1776020636.053367,44.631,-122.859497,-0.001094,0.049657,0.01094,0.0,0.01094,0.0,0.0,10.0,0.0
1776020636.0733516,44.651,-122.860428,-0.000152,-0.103804,0.001522,0.0,0.001522,0.0,0.0,10.0,0.0
1776020636.0938601,44.671,-122.862473,3.2e-05,-0.159199,-0.000318,0.0,-0.000318,0.0,0.0,10.0,0.0
1776020636.1135404,44.691,-122.863884,-0.001242,0.156517,0.012423,0.0,0.012423,0.0,0.0,10.0,0.0
1776020636.1335,44.711,-122.866722,-0.00116,0.329309,0.011602,0.0,0.011602,0.0,0.0,10.0,0.0
1776020636.1533267,44.731,-122.866684,-0.001046,0.398828,0.010456,0.0,0.010456,0.0,0.0,10.0,0.0
1776020636.1732035,44.751,-122.868263,0.000287,0.112027,-0.002871,0.0,-0.002871,0.0,0.0,10.0,0.0
1776020636.1939268,44.771,-122.869362,0.000215,0.016921,-0.002145,0.0,-0.002145,0.0,0.0,10.0,0.0
1776020636.2132003,44.791,-122.871696,-0.000247,0.020015,0.002466,0.0,0.002466,0.0,0.0,10.0,0.0
1776020636.2332714,44.811,-122.871925,0.00081,-0.188723,-0.008102,0.0,-0.008102,0.0,0.0,10.0,0.0
1776020636.2532208,44.831,-122.872429,0.00038,-0.119033,-0.003803,0.0,-0.003803,0.0,0.0,10.0,0.0
1776020636.2733362,44.851,-122.873215,0.000244,0.029622,-0.002436,0.0,-0.002436,0.0,0.0,10.0,0.0
1776020636.2937374,44.871,-122.874908,0.000348,0.17788,-0.003477,0.0,-0.003477,0.0,0.0,10.0,0.0
1776020636.3135674,44.891,-122.875969,0.00048,-0.016384,-0.004805,0.0,-0.004805,0.0,0.0,10.0,0.0
1776020636.333339,44.911,-122.878166,0.000314,-0.128849,-0.003139,0.0,-0.003139,0.0,0.0,10.0,0.0
1776020636.3532157,44.931,-122.879875,-0.000409,-0.005474,0.004087,0.0,0.004087,0.0,0.0,10.0,0.0
1776020636.3735023,44.951,-122.880165,-0.000693,0.134116,0.006931,0.0,0.006931,0.0,0.0,10.0,0.0
1776020636.393405,44.971,-122.882675,-0.000141,0.013422,0.00141,0.0,0.00141,0.0,0.0,10.0,0.0
1776020636.4143667,44.991,-122.883324,-0.001293,0.196682,0.012933,0.0,0.012933,0.0,0.0,10.0,0.0
1776020636.4338837,45.011,-122.887146,-0.001057,0.240431,0.010573,0.0,0.010573,0.0,0.0,10.0,0.0
1776020636.4533627,45.031,-122.887093,-0.000365,0.064345,0.003648,0.0,0.003648,0.0,0.0,10.0,0.0
1776020636.4731917,45.051,-122.890106,-0.000879,0.130209,0.008794,0.0,0.008794,0.0,0.0,10.0,0.0
1776020636.493218,45.071,-122.888962,-0.000641,0.037381,0.006406,0.0,0.006406,0.0,0.0,10.0,0.0
1776020636.5137339,45.091,-122.890846,-0.000157,-0.039594,0.001574,0.0,0.001574,0.0,0.0,10.0,0.0
1776020636.5334353,45.111,-122.891899,0.000597,-0.220062,-0.005973,0.0,-0.005973,0.0,0.0,10.0,0.0
1776020636.5532198,45.131,-122.895515,0.000644,-0.278439,-0.006439,0.0,-0.006439,0.0,0.0,10.0,0.0
1776020636.5732307,45.151,-122.896614,-0.000193,-0.208011,0.001925,0.0,0.001925,0.0,0.0,10.0,0.0
1776020636.5931356,45.171,-122.898071,0.000445,-0.048414,-0.004445,0.0,-0.004445,0.0,0.0,10.0,0.0
1776020636.613205,45.191,-122.900589,0.000482,0.05769,-0.004822,0.0,-0.004822,0.0,0.0,10.0,0.0
1776020636.6334457,45.211,-122.901855,0.000514,0.118152,-0.005144,0.0,-0.005144,0.0,0.0,10.0,0.0
1776020636.6534133,45.231,-122.901886,0.000206,-0.074155,-0.002056,0.0,-0.002056,0.0,0.0,10.0,0.0
1776020636.6733134,45.251,-122.901978,-0.000178,-0.071159,0.001785,0.0,0.001785,0.0,0.0,10.0,0.0
1776020636.693288,45.271,-122.902565,-0.000533,0.102607,0.005329,0.0,0.005329,0.0,0.0,10.0,0.0
1776020636.7138162,45.291,-122.902512,-0.000129,-0.005367,0.001294,0.0,0.001294,0.0,0.0,10.0,0.0
1776020636.7335494,45.311,-122.903702,-0.000641,0.0978,0.006406,0.0,0.006406,0.0,0.0,10.0,0.0
1776020636.7534366,45.331,-122.901924,-0.00121,0.271527,0.0121,0.0,0.0121,0.0,0.0,10.0,0.0
1776020636.7733858,45.351,-122.902824,-0.000909,0.23363,0.009093,0.0,0.009093,0.0,0.0,10.0,0.0
1776020636.7932549,45.371,-122.9021,0.00013,0.138394,-0.001298,0.0,-0.001298,0.0,0.0,10.0,0.0
1776020636.8132203,45.391,-122.905228,0.000231,0.025084,-0.002307,0.0,-0.002307,0.0,0.0,10.0,0.0
1776020636.833334,45.411,-122.906227,-0.000433,0.301044,0.004333,0.0,0.004333,0.0,0.0,10.0,0.0
1776020636.8536248,45.431,-122.909271,0.00029,0.24255,-0.002904,0.0,-0.002904,0.0,0.0,10.0,0.0
1776020636.8733869,45.451,-122.908661,0.000664,-0.013601,-0.006639,0.0,-0.006639,0.0,0.0,10.0,0.0
1776020636.8938127,45.471,-122.909859,-0.000153,0.028458,0.001534,0.0,0.001534,0.0,0.0,10.0,0.0
1776020636.913262,45.491,-122.909523,-0.000732,0.032948,0.00732,0.0,0.00732,0.0,0.0,10.0,0.0
1776020636.9336224,45.511,-122.910446,0.000147,-0.022028,-0.001474,0.0,-0.001474,0.0,0.0,10.0,0.0
1776020636.9531472,45.531,-122.911293,-0.000383,-0.057191,0.003833,0.0,0.003833,0.0,0.0,10.0,0.0
1776020636.9733198,45.551,-122.913002,-0.001263,0.088727,0.012632,0.0,0.012632,0.0,0.0,10.0,0.0
1776020636.9936864,45.571,-122.912338,-0.001958,0.35309,0.019578,0.0,0.019578,0.0,0.0,10.0,0.0
1776020637.0133607,45.591,-122.910187,-0.001655,0.235717,0.01655,0.0,0.01655,0.0,0.0,10.0,0.0
1776020637.0332532,45.611,-122.910301,-0.001655,0.147101,0.016547,0.0,0.016547,0.0,0.0,10.0,0.0
1776020637.0536222,45.631,-122.908768,-0.000954,0.051917,0.009537,0.0,0.009537,0.0,0.0,10.0,0.0
1776020637.073788,45.651,-122.911926,-0.001087,0.134008,0.010874,0.0,0.010874,0.0,0.0,10.0,0.0
1776020637.0932858,45.671,-122.913521,-0.001388,0.158562,0.013881,0.0,0.013881,0.0,0.0,10.0,0.0
1776020637.113205,45.691,-122.915642,-0.000749,0.113121,0.00749,0.0,0.00749,0.0,0.0,10.0,0.0
1776020637.133814,45.711,-122.915939,-0.00045,0.150346,0.004503,0.0,0.004503,0.0,0.0,10.0,0.0
1776020637.1533997,45.731,-122.920204,-0.000592,0.145345,0.005925,0.0,0.005925,0.0,0.0,10.0,0.0
1776020637.1735103,45.751,-122.921486,-0.000297,0.030376,0.002968,0.0,0.002968,0.0,0.0,10.0,0.0
1776020637.1932135,45.771,-122.924423,2.9e-05,-0.046026,-0.000287,0.0,-0.000287,0.0,0.0,10.0,0.0
1776020637.2137058,45.791,-122.924332,0.000452,-0.147596,-0.004524,0.0,-0.004524,0.0,0.0,10.0,0.0
1776020637.2336915,45.811,-122.925964,0.000621,-0.241218,-0.006212,0.0,-0.006212,0.0,0.0,10.0,0.0
1776020637.2532957,45.831,-122.926064,-0.000452,-0.128453,0.004522,0.0,0.004522,0.0,0.0,10.0,0.0
1776020637.2737403,45.851,-122.926102,-0.000656,-0.040115,0.006559,0.0,0.006559,0.0,0.0,10.0,0.0
1776020637.2934747,45.871,-122.925705,-0.000334,-0.02205,0.003338,0.0,0.003338,0.0,0.0,10.0,0.0
1776020637.3132668,45.891,-122.923347,-0.001708,0.451296,0.017085,0.0,0.017085,0.0,0.0,10.0,0.0
1776020637.3337736,45.911,-122.924477,-0.001114,0.380729,0.011139,0.0,0.011139,0.0,0.0,10.0,0.0
1776020637.3531625,45.931,-122.92601,-0.000251,0.041688,0.002511,0.0,0.002511,0.0,0.0,10.0,0.0
1776020637.3732152,45.951,-122.929848,-0.000431,0.057949,0.004313,0.0,0.004313,0.0,0.0,10.0,0.0
1776020637.3932319,45.971,-122.930489,-0.000641,0.092358,0.006415,0.0,0.006415,0.0,0.0,10.0,0.0
1776020637.4132533,45.991,-122.932526,-0.00059,0.115295,0.005897,0.0,0.005897,0.0,0.0,10.0,0.0
1776020637.4333556,46.011,-122.930923,-0.000752,0.016452,0.007521,0.0,0.007521,0.0,0.0,10.0,0.0
1776020637.4539778,46.031,-122.934052,-0.000657,0.061536,0.006569,0.0,0.006569,0.0,0.0,10.0,0.0
1776020637.4736636,46.051,-122.933929,-0.000514,0.272265,0.005136,0.0,0.005136,0.0,0.0,10.0,0.0
1776020637.493181,46.071,-122.937607,0.000612,0.155909,-0.00612,0.0,-0.00612,0.0,0.0,10.0,0.0
1776020637.5131986,46.091,-122.936279,-0.000158,0.003346,0.001583,0.0,0.001583,0.0,0.0,10.0,0.0
1776020637.533812,46.111,-122.93927,-0.000364,-0.129751,0.003642,0.0,0.003642,0.0,0.0,10.0,0.0
1776020637.553279,46.131,-122.939384,-0.000662,-0.023262,0.006623,0.0,0.006623,0.0,0.0,10.0,0.0
1776020637.5732105,46.151,-122.940559,-0.000204,-0.044619,0.002043,0.0,0.002043,0.0,0.0,10.0,0.0
1776020637.5932953,46.171,-122.941551,0.000462,-0.076332,-0.004618,0.0,-0.004618,0.0,0.0,10.0,0.0
1776020637.6138,46.191,-122.941338,-0.000835,0.084856,0.00835,0.0,0.00835,0.0,0.0,10.0,0.0
1776020637.6334498,46.211,-122.942566,-0.000301,0.11427,0.003012,0.0,0.003012,0.0,0.0,10.0,0.0
1776020637.653991,46.231,-122.941772,0.000209,0.021978,-0.002093,0.0,-0.002093,0.0,0.0,10.0,0.0
1776020637.6741443,46.251,-122.943359,-0.000422,-0.070118,0.004216,0.0,0.004216,0.0,0.0,10.0,0.0
1776020637.694022,46.271,-122.943169,0.000122,-0.174356,-0.001219,0.0,-0.001219,0.0,0.0,10.0,0.0
1776020637.7131977,46.291,-122.94606,-0.001804,0.314343,0.01804,0.0,0.01804,0.0,0.0,10.0,0.0
1776020637.733254,46.311,-122.944695,-0.00023,0.186073,0.0023,0.0,0.0023,0.0,0.0,10.0,0.0
1776020637.7533305,46.331,-122.946938,0.000185,0.06404,-0.001852,0.0,-0.001852,0.0,0.0,10.0,0.0
1776020637.774194,46.351,-122.947853,0.000354,0.131208,-0.003538,0.0,-0.003538,0.0,0.0,10.0,0.0
1776020637.7935166,46.371,-122.949654,-0.00024,0.098983,0.002398,0.0,0.002398,0.0,0.0,10.0,0.0
1776020637.8135896,46.391,-122.948479,0.000258,-0.052488,-0.002584,0.0,-0.002584,0.0,0.0,10.0,0.0
1776020637.833322,46.411,-122.9506,0.000151,-0.029325,-0.001508,0.0,-0.001508,0.0,0.0,10.0,0.0
1776020637.8539305,46.431,-122.951523,-0.00057,0.187811,0.005699,0.0,0.005699,0.0,0.0,10.0,0.0
1776020637.8733819,46.451,-122.951813,-0.000411,0.303654,0.004114,0.0,0.004114,0.0,0.0,10.0,0.0
1776020637.8936458,46.471,-122.952347,-0.000187,0.155119,0.001866,0.0,0.001866,0.0,0.0,10.0,0.0
1776020637.913641,46.491,-122.953674,-0.000304,0.11373,0.003043,0.0,0.003043,0.0,0.0,10.0,0.0
1776020637.9332147,46.511,-122.955063,0.000505,-0.238702,-0.005054,0.0,-0.005054,0.0,0.0,10.0,0.0
1776020637.9536793,46.531,-122.955338,-0.000474,-0.145344,0.004738,0.0,0.004738,0.0,0.0,10.0,0.0
1776020637.9732134,46.551,-122.95575,-0.001024,0.087188,0.010245,0.0,0.010245,0.0,0.0,10.0,0.0
1776020637.993434,46.571,-122.954575,-0.000629,-0.00528,0.006294,0.0,0.006294,0.0,0.0,10.0,0.0
1776020638.0139232,46.591,-122.955215,-0.000643,0.182146,0.006435,0.0,0.006435,0.0,0.0,10.0,0.0
1776020638.0332487,46.611,-122.955147,-0.000521,0.18122,0.005214,0.0,0.005214,0.0,0.0,10.0,0.0
1776020638.0534062,46.631,-122.95713,-0.001207,0.293019,0.012071,0.0,0.012071,0.0,0.0,10.0,0.0
1776020638.0734053,46.651,-122.956322,-0.000553,0.219022,0.005528,0.0,0.005528,0.0,0.0,10.0,0.0
1776020638.0931208,46.671,-122.958305,-0.000719,0.231645,0.007186,0.0,0.007186,0.0,0.0,10.0,0.0
1776020638.1133258,46.691,-122.957825,-8.3e-05,0.051513,0.000831,0.0,0.000831,0.0,0.0,10.0,0.0
1776020638.1331983,46.711,-122.961235,-0.000437,0.054533,0.004365,0.0,0.004365,0.0,0.0,10.0,0.0
1776020638.153911,46.731,-122.960518,-0.000251,0.089826,0.002514,0.0,0.002514,0.0,0.0,10.0,0.0
1776020638.1737537,46.751,-122.963371,0.000437,-0.042998,-0.004373,0.0,-0.004373,0.0,0.0,10.0,0.0
1776020638.193072,46.771,-122.964447,0.000295,-0.09406,-0.002954,0.0,-0.002954,0.0,0.0,10.0,0.0
1776020638.213258,46.791,-122.966194,-0.000428,-0.09464,0.004284,0.0,0.004284,0.0,0.0,10.0,0.0
1776020638.2332733,46.811,-122.965149,-0.000755,0.034997,0.007547,0.0,0.007547,0.0,0.0,10.0,0.0
1776020638.253216,46.831,-122.966591,-0.000734,0.159049,0.007341,0.0,0.007341,0.0,0.0,10.0,0.0
1776020638.2734985,46.851,-122.966156,-0.000593,0.067799,0.005928,0.0,0.005928,0.0,0.0,10.0,0.0
1776020638.293749,46.871,-122.964775,9.3e-05,-0.084213,-0.000928,0.0,-0.000928,0.0,0.0,10.0,0.0
1776020638.3136141,46.891,-122.966469,-0.000685,-0.076447,0.006849,0.0,0.006849,0.0,0.0,10.0,0.0
1776020638.3332534,46.911,-122.96685,-0.000333,0.011777,0.003332,0.0,0.003332,0.0,0.0,10.0,0.0
1776020638.3536203,46.931,-122.969124,-0.000276,0.077469,0.002762,0.0,0.002762,0.0,0.0,10.0,0.0
1776020638.373216,46.951,-122.970474,-6.1e-05,-0.026685,0.000613,0.0,0.000613,0.0,0.0,10.0,0.0
1776020638.3935308,46.971,-122.972046,2.2e-05,0.049513,-0.000217,0.0,-0.000217,0.0,0.0,10.0,0.0
1776020638.4135377,46.991,-122.97113,-0.000318,0.191702,0.003178,0.0,0.003178,0.0,0.0,10.0,0.0
1776020638.434079,47.011,-122.973053,-0.000728,0.260014,0.007284,0.0,0.007284,0.0,0.0,10.0,0.0
1776020638.4532225,47.031,-122.974846,5.9e-05,0.216659,-0.000594,0.0,-0.000594,0.0,0.0,10.0,0.0
1776020638.4733796,47.051,-122.975334,-0.000317,0.188723,0.003169,0.0,0.003169,0.0,0.0,10.0,0.0
1776020638.493633,47.071,-122.976349,0.00105,-0.191664,-0.0105,0.0,-0.0105,0.0,0.0,10.0,0.0
1776020638.5144455,47.091,-122.980347,-5.4e-05,-0.129992,0.000542,0.0,0.000542,0.0,0.0,10.0,0.0
1776020638.5332875,47.111,-122.981125,0.000997,-0.360842,-0.009974,0.0,-0.009974,0.0,0.0,10.0,0.0
1776020638.5532372,47.131,-122.981453,-0.000199,-0.296838,0.001985,0.0,0.001985,0.0,0.0,10.0,0.0
1776020638.5731149,47.151,-122.980537,-0.001673,0.198856,0.016728,0.0,0.016728,0.0,0.0,10.0,0.0
1776020638.5932105,47.171,-122.980202,-0.001311,0.371029,0.013105,0.0,0.013105,0.0,0.0,10.0,0.0
1776020638.6135306,47.191,-122.983002,4.9e-05,0.105226,-0.000493,0.0,-0.000493,0.0,0.0,10.0,0.0
1776020638.6336172,47.211,-122.983124,-0.00015,-0.085345,0.001495,0.0,0.001495,0.0,0.0,10.0,0.0
1776020638.6531389,47.231,-122.986221,-0.001337,0.122503,0.013366,0.0,0.013366,0.0,0.0,10.0,0.0
1776020638.673566,47.251,-122.985992,-0.000473,-0.074589,0.004726,0.0,0.004726,0.0,0.0,10.0,0.0
1776020638.6932323,47.271,-122.988358,0.000216,-0.243306,-0.002161,0.0,-0.002161,0.0,0.0,10.0,0.0
1776020638.7132928,47.291,-122.985458,0.000165,-0.130939,-0.001651,0.0,-0.001651,0.0,0.0,10.0,0.0
1776020638.7334077,47.311,-122.98513,-0.000202,0.041079,0.002021,0.0,0.002021,0.0,0.0,10.0,0.0
1776020638.7534208,47.331,-122.986214,-0.000451,0.15411,0.004507,0.0,0.004507,0.0,0.0,10.0,0.0
1776020638.773429,47.351,-122.987633,0.000829,0.054049,-0.008287,0.0,-0.008287,0.0,0.0,10.0,0.0
1776020638.7942152,47.371,-122.988846,0.001195,-0.121434,-0.011947,0.0,-0.011947,0.0,0.0,10.0,0.0
1776020638.8135984,47.391,-122.990311,-0.000451,0.191841,0.004514,0.0,0.004514,0.0,0.0,10.0,0.0
1776020638.8331976,47.411,-122.991158,0.000352,0.131205,-0.003524,0.0,-0.003524,0.0,0.0,10.0,0.0
1776020638.8531919,47.431,-122.993202,-6.8e-05,0.135593,0.000679,0.0,0.000679,0.0,0.0,10.0,0.0
1776020638.8732178,47.451,-122.994095,-0.000665,0.230079,0.006651,0.0,0.006651,0.0,0.0,10.0,0.0
1776020638.893615,47.471,-122.993355,-0.000631,0.146719,0.006309,0.0,0.006309,0.0,0.0,10.0,0.0
1776020638.913217,47.491,-122.992477,-0.00088,0.147263,0.008795,0.0,0.008795,0.0,0.0,10.0,0.0
1776020638.9331503,47.511,-122.993599,-0.000213,0.022154,0.002133,0.0,0.002133,0.0,0.0,10.0,0.0
1776020638.9532182,47.531,-122.997208,-0.000871,-0.024257,0.008707,0.0,0.008707,0.0,0.0,10.0,0.0
1776020638.9732342,47.551,-122.99678,-0.001001,0.157179,0.010013,0.0,0.010013,0.0,0.0,10.0,0.0
1776020638.9937897,47.571,-122.998001,0.000394,0.006247,-0.003938,0.0,-0.003938,0.0,0.0,10.0,0.0
1776020639.013157,47.591,-122.997627,0.000279,-0.264849,-0.002787,0.0,-0.002787,0.0,0.0,10.0,0.0
1776020639.0337958,47.611,-122.999641,0.000946,-0.350527,-0.009456,0.0,-0.009456,0.0,0.0,10.0,0.0
1776020639.05349,47.631,-122.999474,-1.7e-05,-0.055764,0.000168,0.0,0.000168,0.0,0.0,10.0,0.0
1776020639.074118,47.651,-123.001129,0.000388,-0.101289,-0.003884,0.0,-0.003884,0.0,0.0,10.0,0.0
1776020639.0933373,47.671,-123.001999,0.000762,-0.166069,-0.007622,0.0,-0.007622,0.0,0.0,10.0,0.0
1776020639.1132581,47.691,-123.003693,0.000823,-0.078374,-0.008226,0.0,-0.008226,0.0,0.0,10.0,0.0
1776020639.1333568,47.711,-123.004623,5.3e-05,0.096985,-0.000529,0.0,-0.000529,0.0,0.0,10.0,0.0
1776020639.1533785,47.731,-123.007523,0.001127,-0.127369,-0.011266,0.0,-0.011266,0.0,0.0,10.0,0.0
1776020639.1732538,47.751,-123.007736,0.000283,-0.140645,-0.002833,0.0,-0.002833,0.0,0.0,10.0,0.0
1776020639.1932218,47.771,-123.009827,0.000275,-0.012253,-0.002754,0.0,-0.002754,0.0,0.0,10.0,0.0
1776020639.2131429,47.791,-123.012573,-0.000627,0.248901,0.006268,0.0,0.006268,0.0,0.0,10.0,0.0
1776020639.2338257,47.811,-123.013992,-0.000804,0.393089,0.008041,0.0,0.008041,0.0,0.0,10.0,0.0
1776020639.2532432,47.831,-123.015182,0.000585,0.037671,-0.005854,0.0,-0.005854,0.0,0.0,10.0,0.0
1776020639.2731352,47.851,-123.015427,-0.001235,0.086769,0.012347,0.0,0.012347,0.0,0.0,10.0,0.0
1776020639.2930434,47.871,-123.015816,-0.000136,-0.038499,0.001358,0.0,0.001358,0.0,0.0,10.0,0.0
1776020639.3131268,47.891,-123.015144,-0.000201,-0.060063,0.002012,0.0,0.002012,0.0,0.0,10.0,0.0
1776020639.3337126,47.911,-123.014938,0.00038,-0.119469,-0.003799,0.0,-0.003799,0.0,0.0,10.0,0.0
1776020639.3537264,47.931,-123.014908,-0.000211,0.028588,0.002113,0.0,0.002113,0.0,0.0,10.0,0.0
1776020639.37489,47.951,-123.015045,0.000105,0.165416,-0.001048,0.0,-0.001048,0.0,0.0,10.0,0.0
1776020639.393227,47.971,-123.015404,0.000813,0.045526,-0.008126,0.0,-0.008126,0.0,0.0,10.0,0.0
1776020639.413162,47.991,-123.016495,0.001025,-0.1856,-0.01025,0.0,-0.01025,0.0,0.0,10.0,0.0
1776020639.4332366,48.011,-123.01506,0.000658,-0.135769,-0.006576,0.0,-0.006576,0.0,0.0,10.0,0.0
1776020639.4532316,48.031,-123.014732,0.000658,-0.22545,-0.006575,0.0,-0.006575,0.0,0.0,10.0,0.0
1776020639.4738638,48.051,-123.015717,0.00128,-0.350525,-0.012802,0.0,-0.012802,0.0,0.0,10.0,0.0
1776020639.4932225,48.071,-123.016983,0.000225,0.030618,-0.002246,0.0,-0.002246,0.0,0.0,10.0,0.0
1776020639.5135546,48.091,-123.018105,0.000916,-0.083363,-0.009162,0.0,-0.009162,0.0,0.0,10.0,0.0
1776020639.5331793,48.111,-123.016335,0.000145,-0.095052,-0.001454,0.0,-0.001454,0.0,0.0,10.0,0.0
1776020639.5533428,48.131,-123.017395,0.000471,-0.058076,-0.004714,0.0,-0.004714,0.0,0.0,10.0,0.0
1776020639.5732732,48.151,-123.017166,0.00072,-0.220779,-0.007203,0.0,-0.007203,0.0,0.0,10.0,0.0
1776020639.5938034,48.171,-123.017563,-0.000141,-0.041779,0.00141,0.0,0.00141,0.0,0.0,10.0,0.0
1776020639.6132429,48.191,-123.016907,-0.000209,0.005077,0.002088,0.0,0.002088,0.0,0.0,10.0,0.0
1776020639.633425,48.211,-123.019569,0.000315,0.020237,-0.003146,0.0,-0.003146,0.0,0.0,10.0,0.0
1776020639.6534028,48.231,-123.019348,0.00151,-0.212707,-0.015103,0.0,-0.015103,0.0,0.0,10.0,0.0
1776020639.67367,48.251,-123.02137,0.000666,0.066061,-0.006663,0.0,-0.006663,0.0,0.0,10.0,0.0
1776020639.6933372,48.271,-123.022301,0.000633,0.02234,-0.006329,0.0,-0.006329,0.0,0.0,10.0,0.0
1776020639.7133203,48.291,-123.023697,0.000104,0.255015,-0.001045,0.0,-0.001045,0.0,0.0,10.0,0.0
1776020639.7333565,48.311,-123.022942,0.000635,0.170175,-0.006346,0.0,-0.006346,0.0,0.0,10.0,0.0
1776020639.7534802,48.331,-123.026054,0.000476,0.114842,-0.004756,0.0,-0.004756,0.0,0.0,10.0,0.0
1776020639.7731483,48.351,-123.0261,0.000859,0.002498,-0.008589,0.0,-0.008589,0.0,0.0,10.0,0.0
1776020639.7931747,48.371,-123.025131,0.001438,-0.3624,-0.014382,0.0,-0.014382,0.0,0.0,10.0,0.0
1776020639.8134432,48.391,-123.025528,0.00017,-0.249082,-0.001695,0.0,-0.001695,0.0,0.0,10.0,0.0
1776020639.8334901,48.411,-123.024948,0.000466,-0.208709,-0.004658,0.0,-0.004658,0.0,0.0,10.0,0.0
1776020639.8533223,48.431,-123.026047,-3.8e-05,-0.068933,0.000378,0.0,0.000378,0.0,0.0,10.0,0.0
1776020639.8732207,48.451,-123.027031,0.000393,-0.061102,-0.003927,0.0,-0.003927,0.0,0.0,10.0,0.0
1776020639.893504,48.471,-123.027832,-0.00016,0.027054,0.001601,0.0,0.001601,0.0,0.0,10.0,0.0
1776020639.9132586,48.491,-123.026375,0.000144,0.214255,-0.001442,0.0,-0.001442,0.0,0.0,10.0,0.0
1776020639.9332044,48.511,-123.027809,-0.000202,0.16073,0.002024,0.0,0.002024,0.0,0.0,10.0,0.0
1776020639.953738,48.531,-123.025688,0.000601,-0.117034,-0.006009,0.0,-0.006009,0.0,0.0,10.0,0.0
1776020639.9745219,48.551,-123.02607,0.000542,-0.195737,-0.005415,0.0,-0.005415,0.0,0.0,10.0,0.0
1776020639.993291,48.571,-123.024498,0.001006,-0.121531,-0.01006,0.0,-0.01006,0.0,0.0,10.0,0.0
1776020640.0136871,48.591,-123.02491,0.0009,-0.00766,-0.009004,0.0,-0.009004,0.0,0.0,10.0,0.0
1776020640.0331895,48.611,-123.023369,0.000845,-0.061349,-0.008448,0.0,-0.008448,0.0,0.0,10.0,0.0
1776020640.0531974,48.631,-123.023575,0.000664,-0.142061,-0.006635,0.0,-0.006635,0.0,0.0,10.0,0.0
1776020640.0731602,48.651,-123.022301,0.000178,-0.023483,-0.001783,0.0,-0.001783,0.0,0.0,10.0,0.0
1776020640.093313,48.671,-123.022575,0.000183,0.071126,-0.001835,0.0,-0.001835,0.0,0.0,10.0,0.0
1776020640.1140254,48.691,-123.022507,0.000747,-0.077878,-0.007473,0.0,-0.007473,0.0,0.0,10.0,0.0
1776020640.133493,48.711,-123.023094,0.000317,-0.076784,-0.003172,0.0,-0.003172,0.0,0.0,10.0,0.0
1776020640.1532352,48.731,-123.024635,-0.000245,0.00862,0.002447,0.0,0.002447,0.0,0.0,10.0,0.0
1776020640.1731966,48.751,-123.026085,0.000525,-0.032378,-0.005251,0.0,-0.005251,0.0,0.0,10.0,0.0
1776020640.1938417,48.771,-123.02742,0.000675,-0.194604,-0.006753,0.0,-0.006753,0.0,0.0,10.0,0.0
1776020640.2134674,48.791,-123.028023,-0.000465,-0.180596,0.004648,0.0,0.004648,0.0,0.0,10.0,0.0
1776020640.2332256,48.811,-123.029503,0.000288,-0.151035,-0.002877,0.0,-0.002877,0.0,0.0,10.0,0.0
1776020640.2531145,48.831,-123.03006,0.000303,0.054772,-0.003031,0.0,-0.003031,0.0,0.0,10.0,0.0
1776020640.2733352,48.851,-123.031853,0.000139,0.097136,-0.00139,0.0,-0.00139,0.0,0.0,10.0,0.0
1776020640.2936976,48.871,-123.030098,0.000845,-0.013719,-0.00845,0.0,-0.00845,0.0,0.0,10.0,0.0
1776020640.3135626,48.891,-123.030388,-0.000459,0.275333,0.004593,0.0,0.004593,0.0,0.0,10.0,0.0
1776020640.3339498,48.911,-123.029785,8.4e-05,0.226562,-0.000844,0.0,-0.000844,0.0,0.0,10.0,0.0
1776020640.3536506,48.931,-123.030769,0.000295,0.221813,-0.002948,0.0,-0.002948,0.0,0.0,10.0,0.0
1776020640.373927,48.951,-123.030991,0.000585,0.020944,-0.005854,0.0,-0.005854,0.0,0.0,10.0,0.0
1776020640.3930402,48.971,-123.032051,-0.000242,0.044466,0.002415,0.0,0.002415,0.0,0.0,10.0,0.0
1776020640.4132862,48.991,-123.031059,0.000437,-0.123696,-0.004372,0.0,-0.004372,0.0,0.0,10.0,0.0
1776020640.433386,49.011,-123.032112,0.001268,-0.345485,-0.012684,0.0,-0.012684,0.0,0.0,10.0,0.0
1776020640.4534476,49.031,-123.031151,-0.00029,-0.099548,0.002901,0.0,0.002901,0.0,0.0,10.0,0.0
1776020640.473339,49.051,-123.030647,1e-05,0.025866,-0.000101,0.0,-0.000101,0.0,0.0,10.0,0.0
1776020640.4934735,49.071,-123.032707,-0.000449,0.056727,0.004486,0.0,0.004486,0.0,0.0,10.0,0.0
1776020640.5131965,49.091,-123.031334,0.00101,-0.262374,-0.010104,0.0,-0.010104,0.0,0.0,10.0,0.0
1776020640.533189,49.111,-123.032356,0.000592,-0.207186,-0.005916,0.0,-0.005916,0.0,0.0,10.0,0.0
