Time,Altitude,OrientX,OrientY,OrientZ,Longitude,Latitude,VelX,VelY,VelZ,State,Battery,Frame,TimeSinceStartup,Longitude Change,Latitude Change
11:52:58.565582,1080.34619140625,0.0,0.0,0.0,0.0,0.0,0.0,14.925000190734863,1693.7449951171875,0.0,0.0,2,153,0.0,0.0
11:52:59.565173,1066.829345703125,0.0,0.0,0.0,0.0,0.0,0.0,14.928750038146973,1694.7615966796875,0.0,0.0,2,154,0.0,0.0
11:53:00.567089,1054.219970703125,0.0,0.0,0.0,0.0,0.0,0.0,14.9399995803833,1695.7615966796875,0.0,0.0,2,155,0.0,0.0
11:53:02.572995,1026.4718017578125,0.0,0.0,0.0,0.0,0.0,0.0,14.923749923706055,1697.76171875,0.0,0.0,2,157,0.0,0.0
11:53:03.572784,1006.7562255859375,0.0,0.0,0.0,0.0,0.0,0.0,14.93375015258789,1698.7615966796875,0.0,0.0,2,158,0.0,0.0
11:53:05.577867,968.789794921875,0.0,0.0,0.0,0.0,0.0,0.0,14.9399995803833,1700.7615966796875,0.0,0.0,2,160,0.0,0.0
11:53:07.579390,940.4153442382812,0.0,0.0,0.0,0.0,0.0,0.0,14.925000190734863,1702.7781982421875,0.0,0.0,2,162,0.0,0.0
11:53:08.582012,929.4448852539062,0.0,0.0,0.0,0.0,0.0,0.0,14.923749923706055,1703.7781982421875,0.0,0.0,2,163,0.0,0.0
11:53:10.586573,893.813720703125,0.0,0.0,0.0,0.0,0.0,0.0,14.936249732971191,1705.7783203125,0.0,0.0,2,165,0.0,0.0
11:53:12.589480,868.5037841796875,0.0,0.0,0.0,0.0,0.0,0.0,14.922499656677246,1707.7781982421875,0.0,0.0,2,167,0.0,0.0
11:53:13.591219,849.7079467773438,0.0,0.0,0.0,0.0,0.0,0.0,14.923749923706055,1708.794921875,0.0,0.0,2,168,0.0,0.0
11:53:14.593027,836.4049682617188,0.0,0.0,0.0,0.0,0.0,0.0,14.923749923706055,1709.794921875,0.0,0.0,2,169,0.0,0.0
11:53:15.594153,827.0261840820312,0.0,0.0,0.0,0.0,0.0,0.0,14.938750267028809,1710.794921875,0.0,0.0,2,170,0.0,0.0
11:53:17.597251,799.5363159179688,0.0,0.0,0.0,0.0,0.0,0.0,14.922499656677246,1712.794921875,0.0,0.0,2,172,0.0,0.0
11:53:18.601990,787.1443481445312,0.0,0.0,0.0,0.0,0.0,0.0,14.920000076293945,1713.794921875,0.0,0.0,2,173,0.0,0.0
11:53:19.601817,772.5888061523438,0.0,0.0,0.0,0.0,0.0,0.0,14.922499656677246,1714.8115234375,0.0,0.0,2,174,0.0,0.0
11:53:21.608023,738.0684204101562,0.0,0.0,0.0,0.0,0.0,0.0,14.921250343322754,1716.8115234375,0.0,0.0,2,176,0.0,0.0
11:53:25.612703,676.5414428710938,0.0,0.0,0.0,0.0,0.0,0.0,14.93375015258789,1720.8115234375,0.0,0.0,2,180,0.0,0.0
11:53:26.614741,655.5755615234375,0.0,0.0,0.0,0.0,0.0,0.0,14.917499542236328,1721.8115234375,0.0,0.0,2,181,0.0,0.0
11:53:30.620671,595.9281616210938,0.0,0.0,0.0,0.0,0.0,0.0,14.9350004196167,1725.8282470703125,0.0,0.0,2,185,0.0,0.0
