Time,Altitude,OrientX,OrientY,OrientZ,VelX,VelY,VelZ,Battery,TimeSinceStartup,Longitude,Latitude,State,Frame,Longitude Change,Latitude Change,RSSI,SNR,SensorByte
02:48:14.299389,5301.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,27.299999237060547,0.5,14.600000381469727,126.0,-87.6842,42.0581,1,1036,0.0,0.0,-20,12.0,248
02:48:15.297370,5311.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,28.299999237060547,0.5,14.5,127.0,-87.6842,42.0581,1,1042,0.0,0.0,-20,12.0,248
02:48:16.294262,5322.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,29.299999237060547,0.5,14.40000057220459,128.0,-87.6842,42.0581,1,1048,0.0,0.0,-20,12.0,248
02:48:17.292219,5282.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,25.299999237060547,0.5,14.800000190734863,129.0,-87.6842,42.0581,1,1049,0.0,0.0,-20,12.0,248
02:48:18.289301,5293.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,26.299999237060547,0.5,14.699999809265137,130.0,-87.6842,42.0581,1,1055,0.0,0.0,-20,12.0,248
02:48:19.287198,5303.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,27.299999237060547,0.5,14.600000381469727,131.0,-87.6842,42.0581,1,1061,0.0,0.0,-20,12.0,248
02:48:20.284276,5314.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,28.299999237060547,0.5,14.5,132.0,-87.6842,42.0581,1,1067,0.0,0.0,-20,12.0,248
02:48:21.282180,5324.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,29.299999237060547,0.5,14.40000057220459,133.0,-87.6842,42.0581,1,1073,0.0,0.0,-20,12.0,248
02:48:22.280042,5285.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,25.299999237060547,0.5,14.800000190734863,134.0,-87.6842,42.0581,1,1074,0.0,0.0,-20,12.0,248
02:48:23.277289,5295.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,26.299999237060547,0.5,14.699999809265137,135.0,-87.6842,42.0581,1,1080,0.0,0.0,-20,12.0,248
02:48:24.275224,5306.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,27.299999237060547,0.5,14.600000381469727,136.0,-87.6842,42.0581,1,1086,0.0,0.0,-20,12.0,248
02:48:25.273198,5316.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,28.299999237060547,0.5,14.5,137.0,-87.6842,42.0581,1,1092,0.0,0.0,-20,12.0,248
02:48:26.271184,5327.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,29.299999237060547,0.5,14.40000057220459,138.0,-87.6842,42.0581,1,1098,0.0,0.0,-20,12.0,248
02:48:27.268185,5287.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,25.299999237060547,0.5,14.800000190734863,139.0,-87.6842,42.0581,1,1099,0.0,0.0,-20,12.0,248
02:48:28.266172,5298.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,26.299999237060547,0.5,14.699999809265137,140.0,-87.6842,42.0581,1,1105,0.0,0.0,-20,12.0,248
02:48:29.263279,5308.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,27.299999237060547,0.5,14.600000381469727,141.0,-87.6842,42.0581,1,1111,0.0,0.0,-20,12.0,248
02:48:30.260220,5319.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,28.299999237060547,0.5,14.5,142.0,-87.6842,42.0581,1,1117,0.0,0.0,-20,12.0,248
02:48:31.258138,5329.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,29.299999237060547,0.5,14.40000057220459,143.0,-87.6842,42.0581,1,1123,0.0,0.0,-20,12.0,248
02:48:32.255175,5290.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,25.299999237060547,0.5,14.800000190734863,144.0,-87.6842,42.0581,1,1124,0.0,0.0,-20,12.0,248
02:48:33.252220,5300.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,26.299999237060547,0.5,14.699999809265137,145.0,-87.6842,42.0581,1,1130,0.0,0.0,-20,12.0,248
02:48:34.250499,5311.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,27.299999237060547,0.5,14.600000381469727,146.0,-87.6842,42.0581,1,1136,0.0,0.0,-20,12.0,248
02:48:35.248215,5321.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,28.299999237060547,0.5,14.5,147.0,-87.6842,42.0581,1,1142,0.0,0.0,-20,12.0,248
02:48:36.246157,5332.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,29.299999237060547,0.5,14.40000057220459,148.0,-87.6842,42.0581,1,1148,0.0,0.0,-20,12.0,248
02:48:37.243184,5292.919921875,12.5,-45.20000076293945,180.0,1.100000023841858,25.299999237060547,0.5,14.800000190734863,149.0,-87.6842,42.0581,1,1149,0.0,0.0,-20,12.0,248
02:48:38.241132,5303.419921875,12.5,-45.20000076293945,180.0,1.100000023841858,26.299999237060547,0.5,14.699999809265137,150.0,-87.6842,42.0581,1,1155,0.0,0.0,-20,12.0,248
