Time,Altitude,OrientX,OrientY,OrientZ,Longitude,Latitude,VelX,VelY,VelZ,State,Battery,Frame,TimeSinceStartup,Longitude Change,Latitude Change
09:19:41.397060,149.59490966796875,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.037109375,-0.091796875,-0.015625,15.699999809265137,1.0032069683074951,0.0,0.0,0,0,0.0,0.0
09:19:42.397992,149.67857360839844,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.037109375,0.005859375,-0.0390625,15.693750381469727,2.0031936168670654,0.0,0.0,0,1,0.0,0.0
09:19:43.401276,149.544921875,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.009765625,0.02734375,-0.033203125,15.692500114440918,3.003441572189331,0.0,0.0,0,2,0.0,0.0
09:19:45.403929,149.2852783203125,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.212890625,-0.021484375,0.0625,15.692500114440918,5.003165245056152,0.0,0.0,0,4,0.0,0.0
09:19:46.406226,149.02105712890625,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.046875,-0.095703125,-0.076171875,15.693750381469727,6.003170013427734,0.0,0.0,0,5,0.0,0.0
09:19:48.416901,149.68621826171875,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.025390625,0.07421875,-0.05078125,15.692500114440918,8.019837379455566,0.0,0.0,0,7,0.0,0.0
09:19:49.417932,149.70816040039062,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.009765625,-0.009765625,-0.025390625,15.69124984741211,9.019835472106934,0.0,0.0,0,8,0.0,0.0
09:19:50.418009,149.4735107421875,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.189453125,-0.01171875,0.03515625,15.69124984741211,10.0198392868042,0.0,0.0,0,9,0.0,0.0
09:19:51.419916,149.4668731689453,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.072265625,-0.072265625,0.0,15.693750381469727,11.01984691619873,0.0,0.0,0,10,0.0,0.0
09:19:52.421256,149.20570373535156,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.001953125,-0.20703125,-0.021484375,15.693750381469727,12.019830703735352,0.0,0.0,0,11,0.0,0.0
09:19:53.424532,149.48829650878906,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.0234375,0.076171875,0.021484375,15.693750381469727,13.01983642578125,0.0,0.0,0,12,0.0,0.0
09:19:54.428941,149.51585388183594,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.162109375,-0.001953125,0.083984375,15.69124984741211,14.036494255065918,0.0,0.0,0,13,0.0,0.0
09:19:55.432706,149.4434051513672,-2.478522777557373,-0.2031582146883011,0.14073094725608826,-0.041015625,0.001953125,0.0234375,15.69124984741211,15.036510467529297,0.0,0.0,0,14,0.0,0.0
09:19:56.433427,149.33680725097656,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.0390625,0.080078125,-0.140625,15.69124984741211,16.036523818969727,0.0,0.0,0,15,0.0,0.0
09:19:57.435605,149.38934326171875,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.013671875,0.0,0.0078125,15.688750267028809,17.036510467529297,0.0,0.0,0,16,0.0,0.0
09:19:58.436853,149.09910583496094,-2.478522777557373,-0.2031582146883011,0.14073094725608826,0.03125,0.05859375,0.0390625,15.692500114440918,18.036516189575195,0.0,0.0,0,17,0.0,0.0
09:19:59.437236,149.36639404296875,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.0,-0.208984375,0.115234375,15.692500114440918,19.036514282226562,0.0,0.0,0,18,0.0,0.0
09:20:00.445381,149.23886108398438,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.072265625,0.0,-0.05859375,15.688750267028809,20.05315399169922,0.0,0.0,0,19,0.0,0.0
09:20:01.447514,149.4316864013672,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.05078125,-0.021484375,-0.12109375,15.6899995803833,21.05317497253418,0.0,0.0,0,20,0.0,0.0
09:20:02.450276,149.2755889892578,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.001953125,-0.017578125,-0.02734375,15.69124984741211,22.053171157836914,0.0,0.0,0,21,0.0,0.0
09:20:03.451231,149.17254638671875,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.01953125,0.029296875,0.03125,15.6899995803833,23.053180694580078,0.0,0.0,0,22,0.0,0.0
09:20:04.452887,149.3097686767578,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.01171875,0.05078125,0.0546875,15.696249961853027,24.05318260192871,0.0,0.0,0,23,0.0,0.0
09:20:05.456372,149.4061737060547,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.0703125,0.11328125,-0.06640625,15.688750267028809,25.053178787231445,0.0,0.0,0,24,0.0,0.0
09:20:06.456886,149.42709350585938,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.197265625,-0.75390625,-0.02734375,15.69124984741211,26.053171157836914,0.0,0.0,0,25,0.0,0.0
09:20:07.458238,149.72703552246094,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.09765625,-0.048828125,0.01953125,15.6899995803833,27.053163528442383,0.0,0.0,0,26,0.0,0.0
09:20:08.459749,149.63623046875,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.060546875,0.013671875,0.017578125,15.6899995803833,28.053171157836914,0.0,0.0,0,27,0.0,0.0
09:20:09.463429,149.32302856445312,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.02734375,0.005859375,-0.025390625,15.6899995803833,29.06983184814453,0.0,0.0,0,28,0.0,0.0
09:20:10.464051,149.37811279296875,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.07421875,-0.12890625,0.03125,15.6850004196167,30.069843292236328,0.0,0.0,0,29,0.0,0.0
09:20:11.467158,149.328125,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.041015625,-0.05078125,0.07421875,15.688750267028809,31.069847106933594,0.0,0.0,0,30,0.0,0.0
09:20:12.466996,149.46942138671875,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.041015625,0.080078125,-0.0390625,15.688750267028809,32.06986999511719,0.0,0.0,0,31,0.0,0.0
09:20:13.470690,149.70458984375,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,-0.33203125,-0.087890625,-0.267578125,15.688750267028809,33.06985092163086,0.0,0.0,0,32,0.0,0.0
09:20:14.472048,149.47096252441406,-2.3664350509643555,-0.22754205763339996,0.15865471959114075,0.072265625,0.02734375,0.0078125,15.6899995803833,34.0698356628418,0.0,0.0,0,33,0.0,0.0
09:20:15.479130,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,-0.1796875,1.138671875,0.759765625,15.688750267028809,35.08651351928711,0.0,0.0,0,34,0.0,0.0
09:20:16.481671,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,-0.4296875,-0.134765625,-0.447265625,15.688750267028809,36.08651351928711,0.0,0.0,0,35,0.0,0.0
09:20:17.483223,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,0.228515625,-0.45703125,0.0,15.6875,37.086517333984375,0.0,0.0,0,36,0.0,0.0
09:20:18.484506,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,0.232421875,-1.0703125,0.25390625,15.6899995803833,38.086517333984375,0.0,0.0,0,37,0.0,0.0
09:20:19.488037,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,-0.083984375,0.01171875,-0.123046875,15.686249732971191,39.08652877807617,0.0,0.0,0,38,0.0,0.0
09:20:20.487840,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,0.095703125,-0.044921875,0.025390625,15.688750267028809,40.086509704589844,0.0,0.0,0,39,0.0,0.0
09:20:21.489847,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,0.595703125,0.23046875,0.271484375,15.6899995803833,41.08650207519531,0.0,0.0,0,40,0.0,0.0
09:20:22.491341,-2190.808349609375,-1.8590623140335083,-0.16514267027378082,0.005905389320105314,0.24609375,0.130859375,0.03515625,15.692500114440918,42.086509704589844,0.0,0.0,0,41,0.0,0.0
09:20:23.495935,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,0.23828125,-0.314453125,0.083984375,15.688750267028809,43.10316848754883,0.0,0.0,0,42,0.0,0.0
09:20:24.498237,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,-0.208984375,0.505859375,0.4765625,15.6875,44.10316848754883,0.0,0.0,0,43,0.0,0.0
09:20:25.498899,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,0.3984375,-0.30078125,0.05859375,15.6875,45.10317611694336,0.0,0.0,0,44,0.0,0.0
09:20:26.501431,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,-0.275390625,0.154296875,0.076171875,15.686249732971191,46.10317611694336,0.0,0.0,0,45,0.0,0.0
09:20:27.503915,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,0.076171875,-0.12890625,0.162109375,15.69124984741211,47.10349655151367,0.0,0.0,0,46,0.0,0.0
09:20:28.505210,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,0.681640625,-0.04296875,-0.146484375,15.69124984741211,48.1035041809082,0.0,0.0,0,47,0.0,0.0
09:20:29.506810,-2190.808349609375,-1.7703975439071655,-0.3233903646469116,0.033272869884967804,0.4921875,-0.15625,0.2890625,15.6899995803833,49.103515625,0.0,0.0,0,48,0.0,0.0
09:20:30.507827,-2190.808349609375,-1.9501508474349976,-0.4740293323993683,0.5153830051422119,0.935546875,-0.20703125,-0.181640625,15.696249961853027,50.10345458984375,0.0,0.0,0,49,0.0,0.0
09:20:31.509974,-2190.808349609375,-1.9501508474349976,-0.4740293323993683,0.5153830051422119,-0.02734375,-0.138671875,-0.076171875,15.6875,51.103515625,0.0,0.0,0,50,0.0,0.0
09:20:32.511799,-2190.808349609375,-1.9501508474349976,-0.4740293323993683,0.5153830051422119,-0.181640625,0.123046875,0.09375,15.6899995803833,52.10349655151367,0.0,0.0,0,51,0.0,0.0
09:20:33.512802,-2190.808349609375,-1.9501508474349976,-0.4740293323993683,0.5153830051422119,0.107421875,-0.009765625,0.119140625,15.6899995803833,53.10349655151367,0.0,0.0,0,52,0.0,0.0
09:20:34.514808,-2190.808349609375,-1.9501508474349976,-0.4740293323993683,0.5153830051422119,0.087890625,-0.134765625,0.142578125,15.69124984741211,54.12015914916992,0.0,0.0,0,53,0.0,0.0
